Constituent,Julian_day,Seg_50 ,Seg_51 ,Seg_52 ,Seg_77 ,Seg_78 ,Seg_79 ,Seg_72 ,Seg_107,
Temperature,   241.794,      17.176,      20.533,      19.677,      16.575,      17.027,      15.645,      16.625,      15.924,
Temperature,   241.835,      17.449,      20.663,      19.805,      16.515,      16.938,      15.636,      16.579,      16.023,
Temperature,   241.877,      17.450,      20.550,      19.689,      16.631,      17.070,      15.627,      16.600,      15.986,
Temperature,   241.919,      17.118,      20.040,      19.241,      16.692,      17.144,      15.618,      16.638,      16.066,
Temperature,   241.961,      16.694,      19.832,      19.077,      16.677,      17.112,      15.610,      16.632,      16.183,
Temperature,   242.002,      16.497,      19.388,      18.656,      16.796,      17.260,      15.602,      16.628,      16.133,
Temperature,   242.044,      16.486,      19.224,      18.518,      16.709,      17.156,      15.593,      16.677,      16.152,
Temperature,   242.086,      16.373,      19.392,      18.608,      16.680,      17.120,      15.584,      16.623,      16.136,
Temperature,   242.127,      16.089,      19.513,      18.708,      16.648,      17.095,      15.574,      16.620,      16.059,
Temperature,   242.169,      15.911,      19.753,      18.915,      16.573,      17.010,      15.564,      16.606,      16.033,
Temperature,   242.211,      15.936,      20.066,      19.191,      16.523,      16.947,      15.554,      16.570,      15.999,
Temperature,   242.252,      16.016,      20.094,      19.216,      16.509,      16.942,      15.543,      16.569,      15.949,
Temperature,   242.294,      16.009,      20.044,      19.181,      16.508,      16.942,      15.535,      16.560,      15.939,
Temperature,   242.336,      16.041,      19.971,      19.099,      16.499,      16.927,      15.532,      16.568,      15.966,
Temperature,   242.377,      15.951,      19.664,      18.822,      16.543,      16.984,      15.535,      16.594,      15.978,
Temperature,   242.419,      16.079,      19.535,      18.708,      16.583,      17.031,      15.544,      16.604,      16.011,
Temperature,   242.461,      16.203,      19.489,      18.661,      16.592,      17.030,      15.558,      16.625,      16.049,
Temperature,   242.502,      16.260,      19.487,      18.673,      16.601,      17.044,      15.576,      16.642,      16.059,
Temperature,   242.544,      16.368,      19.755,      18.908,      16.608,      17.052,      15.597,      16.617,      16.043,
Temperature,   242.586,      16.348,      19.958,      19.097,      16.549,      16.982,      15.617,      16.618,      16.050,
Temperature,   242.627,      16.457,      20.127,      19.262,      16.547,      16.992,      15.633,      16.624,      15.980,
Temperature,   242.669,      16.608,      20.319,      19.419,      16.530,      16.966,      15.642,      16.608,      15.933,
Temperature,   242.710,      16.579,      20.396,      19.502,      16.449,      16.879,      15.646,      16.618,      15.970,
Temperature,   242.752,      16.883,      20.673,      19.634,      16.511,      16.945,      15.642,      16.592,      15.917,
Temperature,   242.794,      17.149,      20.548,      19.620,      16.501,      16.923,      15.634,      16.621,      15.993,
Temperature,   242.835,      17.379,      20.328,      19.414,      16.581,      17.010,      15.622,      16.620,      16.053,
Temperature,   242.878,      17.584,      20.004,      19.184,      16.690,      17.137,      15.611,      16.605,      16.076,
Temperature,   242.919,      16.959,      19.709,      19.005,      16.677,      17.116,      15.601,      16.615,      16.166,
Temperature,   242.961,      16.252,      19.505,      18.823,      16.679,      17.114,      15.593,      16.630,      16.143,
Temperature,   243.002,      15.962,      19.338,      18.677,      16.684,      17.126,      15.584,      16.615,      16.081,
Temperature,   243.044,      16.055,      19.428,      18.699,      16.581,      17.005,      15.575,      16.606,      16.098,
Temperature,   243.086,      15.957,      19.776,      18.939,      16.563,      16.989,      15.565,      16.579,      16.028,
Temperature,   243.127,      15.631,      19.863,      19.020,      16.539,      16.967,      15.556,      16.566,      15.980,
Temperature,   243.169,      15.476,      19.968,      19.132,      16.488,      16.904,      15.545,      16.547,      16.009,
Temperature,   243.211,      15.502,      19.942,      19.110,      16.520,      16.947,      15.535,      16.521,      15.981,
Temperature,   243.252,      15.715,      19.856,      19.023,      16.507,      16.932,      15.525,      16.553,      15.972,
Temperature,   243.294,      15.815,      19.702,      18.882,      16.515,      16.938,      15.516,      16.555,      16.004,
Temperature,   243.336,      15.800,      19.536,      18.726,      16.551,      16.982,      15.513,      16.544,      16.021,
Temperature,   243.377,      15.753,      19.314,      18.530,      16.563,      16.995,      15.518,      16.573,      16.027,
Temperature,   243.419,      15.805,      19.333,      18.545,      16.576,      17.009,      15.529,      16.586,      16.037,
Temperature,   243.461,      15.969,      19.479,      18.669,      16.565,      16.994,      15.546,      16.587,      16.045,
Temperature,   243.502,      16.104,      19.579,      18.769,      16.579,      17.016,      15.566,      16.591,      16.042,
Temperature,   243.544,      16.215,      19.888,      19.048,      16.577,      17.014,      15.588,      16.592,      16.034,
Temperature,   243.586,      16.270,      20.053,      19.201,      16.561,      17.000,      15.609,      16.602,      16.041,
Temperature,   243.627,      16.291,      20.058,      19.213,      16.565,      17.010,      15.629,      16.608,      16.028,
Temperature,   243.669,      16.380,      20.013,      19.169,      16.561,      17.001,      15.643,      16.611,      16.027,
Temperature,   243.711,      16.605,      19.930,      19.043,      16.536,      16.963,      15.650,      16.642,      16.032,
Temperature,   243.752,      16.985,      19.952,      19.032,      16.574,      17.006,      15.647,      16.660,      16.013,
Temperature,   243.794,      17.193,      19.874,      18.997,      16.600,      17.032,      15.641,      16.645,      16.070,
Temperature,   243.835,      16.987,      19.878,      19.076,      16.638,      17.070,      15.632,      16.633,      16.118,
Temperature,   243.877,      17.184,      19.825,      19.085,      16.693,      17.131,      15.623,      16.622,      16.126,
Temperature,   243.919,      16.802,      19.736,      19.039,      16.648,      17.079,      15.612,      16.622,      16.153,
Temperature,   243.961,      16.151,      19.622,      18.946,      16.635,      17.068,      15.603,      16.617,      16.095,
Temperature,   244.002,      15.947,      19.531,      18.808,      16.594,      17.027,      15.593,      16.615,      16.067,
Temperature,   244.044,      16.089,      19.571,      18.840,      16.546,      16.967,      15.583,      16.591,      16.080,
Temperature,   244.086,      16.089,      19.559,      18.816,      16.584,      17.016,      15.573,      16.577,      16.054,
Temperature,   244.127,      15.829,      19.559,      18.803,      16.574,      17.002,      15.564,      16.595,      16.062,
Temperature,   244.169,      15.694,      19.610,      18.822,      16.571,      17.000,      15.553,      16.575,      16.077,
Temperature,   244.211,      15.659,      19.612,      18.810,      16.565,      17.000,      15.542,      16.566,      16.043,
Temperature,   244.252,      15.774,      19.574,      18.767,      16.529,      16.956,      15.532,      16.563,      16.004,
Temperature,   244.294,      15.901,      19.628,      18.799,      16.494,      16.915,      15.524,      16.553,      15.987,
Temperature,   244.336,      15.818,      19.571,      18.742,      16.488,      16.912,      15.521,      16.544,      15.978,
Temperature,   244.377,      15.817,      19.486,      18.657,      16.499,      16.917,      15.525,      16.543,      15.997,
Temperature,   244.419,      15.994,      19.388,      18.572,      16.528,      16.949,      15.534,      16.581,      16.070,
Temperature,   244.461,      16.129,      19.242,      18.439,      16.652,      17.093,      15.551,      16.624,      16.080,
Temperature,   244.502,      16.125,      19.048,      18.290,      16.717,      17.168,      15.572,      16.637,      16.157,
Temperature,   244.544,      16.174,      19.143,      18.370,      16.735,      17.195,      15.596,      16.647,      16.203,
Temperature,   244.586,      16.188,      19.162,      18.394,      16.742,      17.216,      15.618,      16.666,      16.162,
Temperature,   244.627,      16.324,      19.310,      18.530,      16.664,      17.122,      15.638,      16.656,      16.123,
Temperature,   244.669,      16.559,      19.579,      18.739,      16.627,      17.081,      15.649,      16.637,      16.085,
Temperature,   244.711,      16.693,      19.762,      18.923,      16.580,      17.021,      15.652,      16.640,      16.058,
Temperature,   244.752,      16.795,      19.983,      19.115,      16.591,      17.025,      15.650,      16.646,      16.042,
Temperature,   244.794,      16.893,      19.995,      19.142,      16.643,      17.087,      15.643,      16.625,      16.080,
Temperature,   244.835,      16.967,      19.884,      19.059,      16.641,      17.077,      15.635,      16.621,      16.126,
Temperature,   244.877,      16.885,      19.650,      18.868,      16.659,      17.097,      15.625,      16.635,      16.115,
Temperature,   244.919,      16.729,      19.433,      18.685,      16.652,      17.088,      15.615,      16.652,      16.113,
Temperature,   244.961,      16.292,      19.219,      18.573,      16.641,      17.075,      15.606,      16.625,      16.139,
Temperature,   245.002,      16.036,      19.257,      18.590,      16.642,      17.078,      15.597,      16.610,      16.138,
Temperature,   245.044,      16.123,      19.468,      18.749,      16.630,      17.067,      15.588,      16.609,      16.126,
